taxon_oid	Domain	Status	Genome Name	Phylum	Class	Order	Family	Genus	Species	Genome Size	Gene Count	16S rRNA Count
647533210	Bacteria	Draft	Simonsiella muelleri ATCC 29453	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	muelleri	2412952	2471	1
650716086	Bacteria	Finished	Sinorhizobium meliloti AK83	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	meliloti	7140471	7022	3
651053067	Bacteria	Finished	Sinorhizobium meliloti SM11	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	meliloti	7173736	7156	3
645951837	Bacteria	Draft	Slackia exigua ATCC 700122	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia	exigua	2094589	2086	5
644736405	Bacteria	Finished	Slackia heliotrinireducens RHS 1, DSM 20476	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia	heliotrinireducens	3165038	2852	2
637000270	Bacteria	Finished	Sodalis glossinidius morsitans	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Sodalis	glossinidius	4292502	2662	7
639633060	Bacteria	Finished	Solibacter usitatus Ellin6076	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Solibacter	usitatus	9965640	8003	2
649989999	Bacteria	Draft	Solobacterium moorei F0204	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei	2008551	2080	1
641228509	Bacteria	Finished	Sorangium cellulosum So ce 56	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	cellulosum	13033779	9700	4
646311953	Bacteria	Finished	Sphaerobacter thermophilus DSM 20745	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	thermophilus	3993764	3585	2
643886135	Bacteria	Draft	Sphingobacterium spiritivorum ATCC 33300	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	spiritivorum	5218706	4972	1
645058810	Bacteria	Draft	Sphingobacterium spiritivorum ATCC 33861	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	spiritivorum	5082176	4623	1
648276729	Bacteria	Draft	Sphingobium chlorophenolicum L-1	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	chlorophenolicum	4556429	4221	1
646564570	Bacteria	Finished	Sphingobium japonicum UT26S	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	japonicum	4424862	4460	3
651324099	Bacteria	Draft	Sphingomonas sp. S17	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	sp.	4268406	4066	1
638341199	Bacteria	Draft	Sphingomonas sp. SKA58	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	sp.	3948000	3985	5
640427144	Bacteria	Finished	Sphingomonas wittichii RW1	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	wittichii	5915246	5463	2
637000271	Bacteria	Finished	Sphingopyxis alaskensis RB2256	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	alaskensis	3373713	3265	1
648028052	Bacteria	Finished	Spirochaeta smaragdinae SEBR 4228, DSM 11293	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	smaragdinae	4653970	4363	2
650377973	Bacteria	Finished	Spirochaeta sp. Buddy	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	sp.	3316466	3121	4
648028053	Bacteria	Finished	Spirochaeta thermophila DSM 6192	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	thermophila	2472645	2255	2
646311954	Bacteria	Finished	Spirosoma linguale DSM 74	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	linguale	8491258	7130	4
646564571	Bacteria	Finished	Stackebrandtia nassauensis LLR-40K-21, DSM 44728	Actinobacteria	Actinobacteria	Actinomycetales	Glycomycetaceae	Stackebrandtia	nassauensis	6841557	6541	2
646862342	Bacteria	Finished	Staphylococcus aureus 04-02981	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2821452	2730	5
647000313	Bacteria	Draft	Staphylococcus aureus 930918-3	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2923460	2202	3
647000314	Bacteria	Draft	Staphylococcus aureus A10102	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2820632	2803	1
645951818	Bacteria	Draft	Staphylococcus aureus A5937	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2827272	2767	1
645951801	Bacteria	Draft	Staphylococcus aureus A5948	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2846107	2743	1
645951822	Bacteria	Draft	Staphylococcus aureus A6224	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2870228	2816	1
645951823	Bacteria	Draft	Staphylococcus aureus A6300	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2816649	2735	1
645951839	Bacteria	Draft	Staphylococcus aureus A8115	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2746960	2600	1
647000315	Bacteria	Draft	Staphylococcus aureus A8117	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2715851	2695	6
647000316	Bacteria	Draft	Staphylococcus aureus A8796	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2968236	3068	6
647000317	Bacteria	Draft	Staphylococcus aureus A8819	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2916471	2965	6
645951843	Bacteria	Draft	Staphylococcus aureus A9299	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2782181	2686	1
645951828	Bacteria	Draft	Staphylococcus aureus A9635	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2731263	2653	1
645951816	Bacteria	Draft	Staphylococcus aureus A9719	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2856961	2821	1
647000318	Bacteria	Draft	Staphylococcus aureus A9754	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2930317	2935	6
645951827	Bacteria	Draft	Staphylococcus aureus A9763	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2769858	2665	1
647000319	Bacteria	Draft	Staphylococcus aureus A9765	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2887954	2936	1
645951867	Bacteria	Draft	Staphylococcus aureus A9781	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2822169	2721	1
647000320	Bacteria	Draft	Staphylococcus aureus D30	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2775621	2343	2
647533221	Bacteria	Draft	Staphylococcus aureus E1410	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2838772	2708	1
647533226	Bacteria	Draft	Staphylococcus aureus M876	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2791311	2667	1
637000272	Bacteria	Finished	Staphylococcus aureus RF122	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2742531	2690	5
645951803	Bacteria	Draft	Staphylococcus aureus aureus 132	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2825358	2749	1
647533211	Bacteria	Draft	Staphylococcus aureus aureus 55/2053	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2796509	2709	1
647533212	Bacteria	Draft	Staphylococcus aureus aureus 58-424	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2828372	2692	5
647533213	Bacteria	Draft	Staphylococcus aureus aureus 65-1322	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2809741	2690	1
647533214	Bacteria	Draft	Staphylococcus aureus aureus 68-397	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2805834	2678	1
647533215	Bacteria	Draft	Staphylococcus aureus aureus A017934/97	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2819319	2702	6
647000321	Bacteria	Draft	Staphylococcus aureus aureus ATCC 51811	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2765363	2760	2
648276730	Bacteria	Draft	Staphylococcus aureus aureus ATCC BAA-39	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2865318	2899	1
647533216	Bacteria	Draft	Staphylococcus aureus aureus Btn1260	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2799248	2660	6
647533217	Bacteria	Draft	Staphylococcus aureus aureus C101	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2806194	2748	1
647533218	Bacteria	Draft	Staphylococcus aureus aureus C160	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2843444	2821	6
647533219	Bacteria	Draft	Staphylococcus aureus aureus C427	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2891845	2841	1
645058749	Bacteria	Draft	Staphylococcus aureus aureus CF-Marseille	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2829971	2751	1
637000273	Bacteria	Finished	Staphylococcus aureus aureus COL	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2813862	2759	6
647533220	Bacteria	Draft	Staphylococcus aureus aureus D139	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2829512	2781	1
648231716	Bacteria	Finished	Staphylococcus aureus aureus ED133	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2832478	2728	5
647533222	Bacteria	Draft	Staphylococcus aureus aureus EMRSA16	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2902614	2802	6
647533223	Bacteria	Draft	Staphylococcus aureus aureus H19	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2807924	2685	1
640753052	Bacteria	Finished	Staphylococcus aureus aureus JH1	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2936936	2935	6
640427145	Bacteria	Finished	Staphylococcus aureus aureus JH9	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2937129	2872	6
648231718	Bacteria	Finished	Staphylococcus aureus aureus JKD6008	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2924344	2778	5
643886192	Bacteria	Draft	Staphylococcus aureus aureus JKD6009	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2819448	2700	1
648231717	Bacteria	Finished	Staphylococcus aureus aureus JKD6159	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2832165	2648	5
637000277	Bacteria	Finished	Staphylococcus aureus aureus M	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2903636	2843	5
647533224	Bacteria	Draft	Staphylococcus aureus aureus M1015	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2785837	2747	1
647533225	Bacteria	Draft	Staphylococcus aureus aureus M809	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2798364	2718	1
647533227	Bacteria	Draft	Staphylococcus aureus aureus M899	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2787974	2743	1
648276731	Bacteria	Draft	Staphylococcus aureus aureus MN8	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2882664	2902	1
647000322	Bacteria	Draft	Staphylococcus aureus aureus MR1	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2808969	2784	1
637000274	Bacteria	Finished	Staphylococcus aureus aureus MRSA252	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2902619	2844	5
637000275	Bacteria	Finished	Staphylococcus aureus aureus MSSA476	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2820454	2752	6
637000276	Bacteria	Finished	Staphylococcus aureus aureus MW2	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2820462	2747	6
640753053	Bacteria	Finished	Staphylococcus aureus aureus Mu3	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2880168	2776	5
645058726	Bacteria	Draft	Staphylococcus aureus aureus Mu50-omega	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2878428	2757	5
637000278	Bacteria	Finished	Staphylococcus aureus aureus N315	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2839469	2734	5
637000279	Bacteria	Finished	Staphylococcus aureus aureus NCTC 8325	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2821361	3006	5
640753054	Bacteria	Finished	Staphylococcus aureus aureus Newman	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2878897	2726	5
646862343	Bacteria	Finished	Staphylococcus aureus aureus ST398	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2885367	2787	5
645058811	Bacteria	Draft	Staphylococcus aureus aureus TCH130	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2765336	2917	1
645058814	Bacteria	Draft	Staphylococcus aureus aureus TCH70	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2822531	2922	2
646862344	Bacteria	Finished	Staphylococcus aureus aureus TW20 0582	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	3075806	2977	5
637000280	Bacteria	Finished	Staphylococcus aureus aureus USA300	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2917469	2725	5
643692036	Bacteria	Finished	Staphylococcus aureus aureus USA300_TCH1516	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2903080	2774	5
641736191	Bacteria	Draft	Staphylococcus aureus aureus USA300_TCH959	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2741467	2884	1
647533228	Bacteria	Draft	Staphylococcus aureus aureus WBG10049	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2800799	2641	1
647533229	Bacteria	Draft	Staphylococcus aureus aureus WW2703/97	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2804748	2672	1
651053068	Bacteria	Finished	Staphylococcus aureus subsp. aureus ECT-R 2	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2759052	2596	5
646311955	Bacteria	Finished	Staphylococcus aureus subsp. aureus ED98	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2847542	2772	5
651053069	Bacteria	Finished	Staphylococcus aureus subsp. aureus T0131	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2913900	2783	5
651053070	Bacteria	Finished	Staphylococcus aureus subsp. aureus TCH60	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	2827166	2789	6
643886010	Bacteria	Draft	Staphylococcus capitis SK14	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	capitis	2435835	2292	1
651285006	Bacteria	Draft	Staphylococcus caprae C87	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	caprae	2473608	2472	1
643692037	Bacteria	Finished	Staphylococcus carnosus carnosus TM300	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	carnosus	2566423	2538	5
637000281	Bacteria	Finished	Staphylococcus epidermidis ATCC 12228	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2564615	2602	5
645058812	Bacteria	Draft	Staphylococcus epidermidis BCM-HMP0060	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2552994	2567	1
645058850	Bacteria	Draft	Staphylococcus epidermidis M23864:W1	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2611504	2617	1
647000323	Bacteria	Draft	Staphylococcus epidermidis M23864:W2(grey)	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2486756	2472	1
637000282	Bacteria	Finished	Staphylococcus epidermidis RP62A	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2643840	2704	6
647000324	Bacteria	Draft	Staphylococcus epidermidis SK135	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2518045	2485	8
645058851	Bacteria	Draft	Staphylococcus epidermidis W23144	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	2579953	2615	1
642555160	Bacteria	Finished	Staphylococcus haemolyticus JCSC1435	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	haemolyticus	2697861	2809	5
643886039	Bacteria	Draft	Staphylococcus hominis SK119	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	hominis	2226236	2238	1
651285007	Bacteria	Draft	Staphylococcus hominis hominis C80	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	hominis	2268397	2249	1
646564572	Bacteria	Finished	Staphylococcus lugdunensis HKU09-01	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	lugdunensis	2658366	2570	6
649990000	Bacteria	Draft	Staphylococcus lugdunensis M23590	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	lugdunensis	2521078	2488	1
651053071	Bacteria	Finished	Staphylococcus lugdunensis N920143	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	lugdunensis	2595888	2524	5
650377974	Bacteria	Finished	Staphylococcus pseudintermedius ED99	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	pseudintermedius	2572216	2435	5
649633095	Bacteria	Finished	Staphylococcus pseudintermedius HKU10-03	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	pseudintermedius	2617381	2528	6
637000284	Bacteria	Finished	Staphylococcus saprophyticus saprophyticus ATCC 15305	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	saprophyticus	2577899	2637	6
645058825	Bacteria	Draft	Staphylococcus warneri L37603	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	warneri	2425653	2439	1
648028054	Bacteria	Finished	Starkeya novella DSM 506	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	novella	4765023	4563	1
642555161	Bacteria	Finished	Stenotrophomonas maltophilia K279a	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia	4851126	4472	4
642555162	Bacteria	Finished	Stenotrophomonas maltophilia R551-3	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia	4573969	4129	4
647533230	Bacteria	Draft	Stenotrophomonas sp. SKA14	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	sp.	5020454	4543	
639857000	Bacteria	Draft	Stigmatella aurantiaca DW4/3-1	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	aurantiaca	10264796	8596	1
649633096	Bacteria	Finished	Stigmatella aurantiaca DW4/3-1	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	aurantiaca	10260756	8407	2
646311956	Bacteria	Finished	Streptobacillus moniliformis DSM 12112	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Streptobacillus	moniliformis	1673280	1568	5
638341202	Bacteria	Draft	Streptococcus agalactiae 18RS21, ATCC BAA-1175	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2192158	2685	85
637000285	Bacteria	Finished	Streptococcus agalactiae 2603V/R	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2160267	2246	7
638341203	Bacteria	Draft	Streptococcus agalactiae 515, ATCC BAA-1177	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2088029	2367	9
637000286	Bacteria	Finished	Streptococcus agalactiae A909, ATCC BAA-1138	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2127839	2152	7
638341204	Bacteria	Draft	Streptococcus agalactiae CJB111, ATCC BAA-23	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2104864	2300	8
638341205	Bacteria	Draft	Streptococcus agalactiae COH1, ATCC BAA-1176	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2204946	2483	6
638341206	Bacteria	Draft	Streptococcus agalactiae H36B, ATCC BAA-1174	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2200617	2510	9
637000287	Bacteria	Finished	Streptococcus agalactiae NEM316	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	2211485	2257	7
649990001	Bacteria	Draft	Streptococcus anginosus 1_2_62CV	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	1815537	1831	1
649990002	Bacteria	Draft	Streptococcus anginosus F0211	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	1993709	2074	1
651324100	Bacteria	Draft	Streptococcus anginosus SK52	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	1892386	1948	1
649990003	Bacteria	Draft	Streptococcus australis ATCC 700641	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	australis	2110220	2083	1
648276732	Bacteria	Draft	Streptococcus bovis ATCC 700338	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	bovis	2050893	2125	1
649990004	Bacteria	Draft	Streptococcus cristatus ATCC 51100	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus	1965284	2019	1
649990005	Bacteria	Draft	Streptococcus downei F0415	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	downei	2239421	2281	5
650377975	Bacteria	Finished	Streptococcus dysgalactiae equisimilis D166B, ATCC 12394	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	dysgalactiae	2159491	2128	5
644736406	Bacteria	Finished	Streptococcus dysgalactiae equisimilis GGS_124	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	dysgalactiae	2106340	2167	5
643692038	Bacteria	Finished	Streptococcus equi equi 4047	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi	2253793	2095	6
643692039	Bacteria	Finished	Streptococcus equi zooepidemicus H70	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi	2149868	1961	5
642555163	Bacteria	Finished	Streptococcus equi zooepidemicus MGCS10565	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi zooepidemicus	2024171	1965	5
649990006	Bacteria	Draft	Streptococcus equinus ATCC 9812	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equinus	1718633	1836	1
646311957	Bacteria	Finished	Streptococcus gallolyticus UCN34	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gallolyticus	2350911	2312	6
648276733	Bacteria	Draft	Streptococcus gallolyticus gallolyticus TX20005	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gallolyticus	2214091	2255	1
651053072	Bacteria	Finished	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gallolyticus	2362241	2370	5
650716087	Bacteria	Finished	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gallolyticus	2377172	2430	7
640753055	Bacteria	Finished	Streptococcus gordonii Challis CH1	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii	2196662	2149	4
641736171	Bacteria	Draft	Streptococcus infantarius infantarius ATCC BAA-102	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantarius	1925087	2113	3
649990007	Bacteria	Draft	Streptococcus infantis ATCC 700779	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantis	1884302	1979	1
651324101	Bacteria	Draft	Streptococcus infantis SK1076	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantis	1744061	1831	5
649990008	Bacteria	Draft	Streptococcus infantis SK1302	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantis	1792252	2132	1
648276734	Bacteria	Draft	Streptococcus mitis ATCC 6249	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	1897538	1831	1
646564574	Bacteria	Finished	Streptococcus mitis B6	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	2146611	2095	4
648276735	Bacteria	Draft	Streptococcus mitis NCTC 12261	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	1830833	1724	4
648276736	Bacteria	Draft	Streptococcus mitis SK321	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	1873702	1780	
648276737	Bacteria	Draft	Streptococcus mitis SK564	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	2026898	1926	
648276738	Bacteria	Draft	Streptococcus mitis SK597	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	2029198	1901	1
646564575	Bacteria	Finished	Streptococcus mutans NN2025	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	2013587	1975	5
637000288	Bacteria	Finished	Streptococcus mutans UA159	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	2030921	2059	5
648276739	Bacteria	Draft	Streptococcus oralis ATCC 35037 	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	1884712	1826	
647000325	Bacteria	Draft	Streptococcus oralis SK23,  ATCC 35037	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	1905531	1885	1
650716088	Bacteria	Finished	Streptococcus oralis Uo5	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	1958690	1989	4
650716089	Bacteria	Finished	Streptococcus parasanguinis ATCC 15912	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis	2153652	2102	4
649990009	Bacteria	Draft	Streptococcus parasanguinis ATCC 903	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis	2116147	2119	1
